Time,V
2.4100E-06,1.6846857607E-02
2.4110E-06,1.6835139334E-02
2.4120E-06,1.6839742243E-02
2.4130E-06,1.6785803378E-02
2.4140E-06,1.6823576033E-02
2.4150E-06,1.6768595278E-02
2.4160E-06,1.6805074751E-02
2.4170E-06,1.6772092879E-02
2.4180E-06,1.6780605376E-02
2.4190E-06,1.6775011599E-02
2.4200E-06,1.6721033633E-02
2.4210E-06,1.6760691226E-02
2.4220E-06,1.6739714205E-02
2.4230E-06,1.6746025622E-02
2.4240E-06,1.6734055579E-02
2.4250E-06,1.6751088202E-02
2.4260E-06,1.6681607783E-02
2.4270E-06,1.6689619124E-02
2.4280E-06,1.6664138854E-02
2.4290E-06,1.6671503603E-02
2.4300E-06,1.6666471064E-02
2.4310E-06,1.6665710509E-02
2.4320E-06,1.6652467787E-02
2.4330E-06,1.6625285685E-02
2.4340E-06,1.6619438708E-02
2.4350E-06,1.6620840609E-02
2.4360E-06,1.6610034049E-02
2.4370E-06,1.6622679293E-02
2.4380E-06,1.6611748755E-02
2.4390E-06,1.6590369761E-02
2.4400E-06,1.6579719126E-02
2.4410E-06,1.6537690699E-02
2.4420E-06,1.6568922579E-02
2.4430E-06,1.6562860548E-02
2.4440E-06,1.6546509802E-02
2.4450E-06,1.6545621455E-02
2.4460E-06,1.6517135203E-02
2.4470E-06,1.6526426852E-02
2.4480E-06,1.6499925673E-02
2.4490E-06,1.6485193312E-02
2.4500E-06,1.6493728220E-02
2.4510E-06,1.6476244509E-02
2.4520E-06,1.6450845778E-02
2.4530E-06,1.6459193766E-02
2.4540E-06,1.6443831503E-02
2.4550E-06,1.6438857138E-02
2.4560E-06,1.6428993285E-02
2.4570E-06,1.6411274970E-02
2.4580E-06,1.6401789725E-02
2.4590E-06,1.6386675417E-02
2.4600E-06,1.6370522082E-02
2.4610E-06,1.6380991518E-02
2.4620E-06,1.6364986956E-02
2.4630E-06,1.6376403868E-02
2.4640E-06,1.6354512274E-02
2.4650E-06,1.6374271452E-02
2.4660E-06,1.6317542136E-02
2.4670E-06,1.6327200472E-02
2.4680E-06,1.6309350550E-02
2.4690E-06,1.6284623206E-02
2.4700E-06,1.6271833479E-02
2.4710E-06,1.6271392882E-02
2.4720E-06,1.6248930514E-02
2.4730E-06,1.6251700461E-02
2.4740E-06,1.6256949008E-02
2.4750E-06,1.6241157591E-02
2.4760E-06,1.6224843562E-02
2.4770E-06,1.6216837466E-02
2.4780E-06,1.6199624121E-02
2.4790E-06,1.6188430846E-02
2.4800E-06,1.6180892527E-02
2.4810E-06,1.6211835921E-02
2.4820E-06,1.6193169653E-02
2.4830E-06,1.6187014163E-02
2.4840E-06,1.6155406535E-02
2.4850E-06,1.6137263834E-02
2.4860E-06,1.6149355471E-02
2.4870E-06,1.6171241820E-02
2.4880E-06,1.6140482485E-02
2.4890E-06,1.6129919112E-02
2.4900E-06,1.6113822520E-02
2.4910E-06,1.6106317580E-02
2.4920E-06,1.6099620879E-02
2.4930E-06,1.6052313387E-02
2.4940E-06,1.6070624411E-02
2.4950E-06,1.6054716647E-02
2.4960E-06,1.6044234812E-02
2.4970E-06,1.6062847197E-02
2.4980E-06,1.6060825884E-02
2.4990E-06,1.6057501376E-02
2.5000E-06,1.6046961844E-02
2.5010E-06,1.6049675047E-02
2.5020E-06,1.6043877661E-02
2.5030E-06,1.6029807150E-02
2.5040E-06,1.6010158598E-02
2.5050E-06,1.6012029707E-02
2.5060E-06,1.5982382357E-02
2.5070E-06,1.5984650195E-02
2.5080E-06,1.5982598841E-02
2.5090E-06,1.5956837714E-02
2.5100E-06,1.5940163672E-02
2.5110E-06,1.5953939497E-02
2.5120E-06,1.5900307715E-02
2.5130E-06,1.5926815093E-02
2.5140E-06,1.5877584517E-02
2.5150E-06,1.5885219157E-02
2.5160E-06,1.5861343443E-02
2.5170E-06,1.5880150855E-02
2.5180E-06,1.5867341578E-02
2.5190E-06,1.5859377444E-02
2.5200E-06,1.5841790259E-02
2.5210E-06,1.5833205283E-02
2.5220E-06,1.5849368632E-02
2.5230E-06,1.5827099860E-02
2.5240E-06,1.5807121813E-02
2.5250E-06,1.5801345885E-02
